question,role,expected_category,mode,answer,has_citation,num_sources,risk_score,decision,conflict_detected,blocked,human_approval_required
How do I release a print job from a black and white printer?,student,factual,standard_rag,"Based on the strongest evidence, - Touch **Release** (on top-right)
- Tap your **Student Card** on the card reader for authorization.
- Touch **Release** (in the middle left)
- Select the documents to print from the list.
- Press **Start** to begin printing.
- Press **Logout** after collecting your documents. [1]\n\nSources:\n[1] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I print from my device using Wi-Fi (Wi-Fi Printing)? (ITU_FAQ_023_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I release a print job from a black and white printer?,student,factual,agentic_rag,"Based on the strongest evidence, - Touch **Release** (on top-right)
- Tap your **Student Card** on the card reader for authorization.
- Touch **Release** (in the middle left)
- Select the documents to print from the list.
- Press **Start** to begin printing.
- Press **Logout** after collecting your documents. [1]\n\nSources:\n[1] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I print from my device using Wi-Fi (Wi-Fi Printing)? (ITU_FAQ_023_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I release a print job from a black and white printer?,student,factual,eagle,"Based on the strongest evidence, - Touch **Release** (on top-right)
- Tap your **Student Card** on the card reader for authorization.
- Touch **Release** (in the middle left)
- Select the documents to print from the list.
- Press **Start** to begin printing.
- Press **Logout** after collecting your documents. [1]\n\nSources:\n[1] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I print from my device using Wi-Fi (Wi-Fi Printing)? (ITU_FAQ_023_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
My student card cannot tap the printer reader. What should I do?,student,escalation,standard_rag,"Based on the strongest evidence, -Please go to the ITU service counter to check or update your student card record. [1]\n\nSources:\n[1] Student card is not functioning when tapping the printer card reader (ITU_FAQ_032_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
My student card cannot tap the printer reader. What should I do?,student,escalation,agentic_rag,"Based on the strongest evidence, -Please go to the ITU service counter to check or update your student card record. [1]\n\nSources:\n[1] Student card is not functioning when tapping the printer card reader (ITU_FAQ_032_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
My student card cannot tap the printer reader. What should I do?,student,escalation,eagle,"Based on the strongest evidence, -Please go to the ITU service counter to check or update your student card record. [1]\n\nSources:\n[1] Student card is not functioning when tapping the printer card reader (ITU_FAQ_032_printing_services, current, effective 2026-02-01)\n[2] How do I release a print job from Colour printers? (ITU_FAQ_028_printing_services, current, effective 2026-02-01)\n[3] How do I release a print job from B/W printers? (ITU_FAQ_027_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I change my password?,student,factual,standard_rag,"Based on the strongest evidence, - Visit [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Log in with your **StudentID** and current password.
- Select **Change Password** and follow the prompts. [1]\n\nSources:\n[1] How do I change my password? (ITU_FAQ_033_password_management, current, effective 2026-02-01)\n[2] Is it a must to change passwords annually? (ITU_FAQ_038_password_management, current, effective 2026-02-01)\n[3] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I change my password?,student,factual,agentic_rag,"This request may proceed only after user confirmation or appropriate review.\nBased on the strongest evidence, - Visit [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Log in with your **StudentID** and current password.
- Select **Change Password** and follow the prompts. [1]\n\nSources:\n[1] How do I change my password? (ITU_FAQ_033_password_management, current, effective 2026-02-01)\n[2] Is it a must to change passwords annually? (ITU_FAQ_038_password_management, current, effective 2026-02-01)\n[3] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)",1,3,3,confirmation_required,0,0,0
How do I change my password?,student,factual,eagle,"This request may proceed only after user confirmation or appropriate review.\nBased on the strongest evidence, - Visit [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Log in with your **StudentID** and current password.
- Select **Change Password** and follow the prompts. [1]\n\nSources:\n[1] How do I change my password? (ITU_FAQ_033_password_management, current, effective 2026-02-01)\n[2] Is it a must to change passwords annually? (ITU_FAQ_038_password_management, current, effective 2026-02-01)\n[3] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)",1,3,3,confirmation_required,0,0,0
What should I do if I forgot my password?,student,factual,standard_rag,"Based on the strongest evidence, - Go to [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Click **Forgotten Password**.
- Enter your **StudentID**, receive a code via secondary email, and reset your password. [1]\n\nSources:\n[1] What if I forgot my password? (ITU_FAQ_034_password_management, current, effective 2026-02-01)\n[2] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)\n[3] Wrong password (ITU_FAQ_012_blackboard, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What should I do if I forgot my password?,student,factual,agentic_rag,"Based on the strongest evidence, - Go to [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Click **Forgotten Password**.
- Enter your **StudentID**, receive a code via secondary email, and reset your password. [1]\n\nSources:\n[1] What if I forgot my password? (ITU_FAQ_034_password_management, current, effective 2026-02-01)\n[2] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)\n[3] Wrong password (ITU_FAQ_012_blackboard, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What should I do if I forgot my password?,student,factual,eagle,"Based on the strongest evidence, - Go to [https://pwm.cpce-polyu.edu.hk/](https://pwm.cpce-polyu.edu.hk/).
- Click **Forgotten Password**.
- Enter your **StudentID**, receive a code via secondary email, and reset your password. [1]\n\nSources:\n[1] What if I forgot my password? (ITU_FAQ_034_password_management, current, effective 2026-02-01)\n[2] What is the email password (ITU_FAQ_036_password_management, current, effective 2026-02-01)\n[3] Wrong password (ITU_FAQ_012_blackboard, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can students get NETID and NetPassword?,student,factual,standard_rag,"Based on the strongest evidence, - Students are not provided with NETID. If it is for accessing Po Yue-kong Library online resources, HKCC/SPEED students can only access Po Yue-kong Library online resources via PC inside Po Yue-kong Library. When login PC inside PYK Library, please use CPCE_ID@student.cpce.hk where CPCE_ID is your CPCE student no., and the password will be the same as your CPCE portal password. [1]\n\nSources:\n[1] How to have NETID and NetPassword? (ITU_FAQ_039_password_management, current, effective 2026-02-01)\n[2] connect to VPN (ITU_FAQ_007_wi_fi_connection, current, effective 2026-02-01)\n[3] How can I increase my print quota? (ITU_FAQ_020_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can students get NETID and NetPassword?,student,factual,agentic_rag,"Based on the strongest evidence, - Students are not provided with NETID. If it is for accessing Po Yue-kong Library online resources, HKCC/SPEED students can only access Po Yue-kong Library online resources via PC inside Po Yue-kong Library. When login PC inside PYK Library, please use CPCE_ID@student.cpce.hk where CPCE_ID is your CPCE student no., and the password will be the same as your CPCE portal password. [1]\n\nSources:\n[1] How to have NETID and NetPassword? (ITU_FAQ_039_password_management, current, effective 2026-02-01)\n[2] connect to VPN (ITU_FAQ_007_wi_fi_connection, current, effective 2026-02-01)\n[3] How can I increase my print quota? (ITU_FAQ_020_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can students get NETID and NetPassword?,student,factual,eagle,"Based on the strongest evidence, - Students are not provided with NETID. If it is for accessing Po Yue-kong Library online resources, HKCC/SPEED students can only access Po Yue-kong Library online resources via PC inside Po Yue-kong Library. When login PC inside PYK Library, please use CPCE_ID@student.cpce.hk where CPCE_ID is your CPCE student no., and the password will be the same as your CPCE portal password. [1]\n\nSources:\n[1] How to have NETID and NetPassword? (ITU_FAQ_039_password_management, current, effective 2026-02-01)\n[2] connect to VPN (ITU_FAQ_007_wi_fi_connection, current, effective 2026-02-01)\n[3] How can I increase my print quota? (ITU_FAQ_020_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a power bank?,student,factual,standard_rag,"Based on the strongest evidence, - **Loan Locations:** Power Bank Vending Machine (S2/F)
- **Hours:** 9:00 AM – 7:00 PM
- **Penalty for Late Returns:** Starts at **200 print quotas** for the first day, please refer to ITU website or the notice at the IT service counter. [Equipment overdue table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service)
- **Return Location:** IT service counter on South Tower, 2/F
- **Details:** [Power Bank Loan page](https://studenthkccpolyuedu.sharepoint.com/sites/PowerBankLoanpage/) [1]\n\nSources:\n[1] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a power bank?,student,factual,agentic_rag,"Based on the strongest evidence, - **Loan Locations:** Power Bank Vending Machine (S2/F)
- **Hours:** 9:00 AM – 7:00 PM
- **Penalty for Late Returns:** Starts at **200 print quotas** for the first day, please refer to ITU website or the notice at the IT service counter. [Equipment overdue table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service)
- **Return Location:** IT service counter on South Tower, 2/F
- **Details:** [Power Bank Loan page](https://studenthkccpolyuedu.sharepoint.com/sites/PowerBankLoanpage/) [1]\n\nSources:\n[1] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a power bank?,student,factual,eagle,"Based on the strongest evidence, - **Loan Locations:** Power Bank Vending Machine (S2/F)
- **Hours:** 9:00 AM – 7:00 PM
- **Penalty for Late Returns:** Starts at **200 print quotas** for the first day, please refer to ITU website or the notice at the IT service counter. [Equipment overdue table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service)
- **Return Location:** IT service counter on South Tower, 2/F
- **Details:** [Power Bank Loan page](https://studenthkccpolyuedu.sharepoint.com/sites/PowerBankLoanpage/) [1]\n\nSources:\n[1] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a notebook or MacBook?,student,factual,standard_rag,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] IT services (ITU_FAQ_065_itu_website, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a notebook or MacBook?,student,factual,agentic_rag,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] IT services (ITU_FAQ_065_itu_website, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I borrow a notebook or MacBook?,student,factual,eagle,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] IT services (ITU_FAQ_065_itu_website, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can I borrow a notebook overnight?,student,factual,standard_rag,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can I borrow a notebook overnight?,student,factual,agentic_rag,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Can I borrow a notebook overnight?,student,factual,eagle,"Based on the strongest evidence, -Method 1: Go to ITU service counter to borrow notebook overnight for 300 print quota per day.
-Method 2: Send email to ITU to book a Semester-loan notebook. (Please send one day in advance before loaning) [1]\n\nSources:\n[1] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How do I borrow a power bank (battery)? (ITU_FAQ_041_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
I lost a loan notebook. What should I do?,student,escalation,standard_rag,"Based on the strongest evidence, - Contact CFM for checking lost and found items to see if others have brought it to the lost and found of CFM
- **Lost and Damage Penalty:** [Equipment lost and damage table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service) [1]\n\nSources:\n[1] I have lost the loan item, what should I do? (ITU_FAQ_044_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
I lost a loan notebook. What should I do?,student,escalation,agentic_rag,"Based on the strongest evidence, - Contact CFM for checking lost and found items to see if others have brought it to the lost and found of CFM
- **Lost and Damage Penalty:** [Equipment lost and damage table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service) [1]\n\nSources:\n[1] I have lost the loan item, what should I do? (ITU_FAQ_044_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
I lost a loan notebook. What should I do?,student,escalation,eagle,"Based on the strongest evidence, - Contact CFM for checking lost and found items to see if others have brought it to the lost and found of CFM
- **Lost and Damage Penalty:** [Equipment lost and damage table](https://itu.cpce-polyu.edu.hk/it-policies/student-notebook-powerbank-loan-service) [1]\n\nSources:\n[1] I have lost the loan item, what should I do? (ITU_FAQ_044_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[2] Can I borrow the notebook/MacBook for overnight usage? (ITU_FAQ_043_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)\n[3] How to borrow a notebook/MacBook? (ITU_FAQ_042_equipment_loan_services_power_bank_macbo, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I access my student email?,student,factual,standard_rag,"Based on the strongest evidence, - Log into [CPCE Portal](https://portal.cpce-polyu.edu.hk/) and click **Webmail**.
- Or directly visit [https://webmail.cpce-polyu.edu.hk](https://webmail.cpce-polyu.edu.hk). [1]\n\nSources:\n[1] How do I access my student email? (ITU_FAQ_046_student_email, current, effective 2026-02-01)\n[2] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)\n[3] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I access my student email?,student,factual,agentic_rag,"This request may proceed only after user confirmation or appropriate review.\nBased on the strongest evidence, - Log into [CPCE Portal](https://portal.cpce-polyu.edu.hk/) and click **Webmail**.
- Or directly visit [https://webmail.cpce-polyu.edu.hk](https://webmail.cpce-polyu.edu.hk). [1]\n\nSources:\n[1] How do I access my student email? (ITU_FAQ_046_student_email, current, effective 2026-02-01)\n[2] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)\n[3] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)",1,3,3,confirmation_required,0,0,0
How do I access my student email?,student,factual,eagle,"This request may proceed only after user confirmation or appropriate review.\nBased on the strongest evidence, - Log into [CPCE Portal](https://portal.cpce-polyu.edu.hk/) and click **Webmail**.
- Or directly visit [https://webmail.cpce-polyu.edu.hk](https://webmail.cpce-polyu.edu.hk). [1]\n\nSources:\n[1] How do I access my student email? (ITU_FAQ_046_student_email, current, effective 2026-02-01)\n[2] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)\n[3] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)",1,3,3,confirmation_required,0,0,0
What is the Office 365 storage limit for students?,student,factual,standard_rag,"Based on the strongest evidence, 15GB for Email box Size; 50GB for OneDrive [1]\n\nSources:\n[1] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)\n[2] Setup Outlook for college email (ITU_FAQ_048_student_email, current, effective 2026-02-01)\n[3] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What is the Office 365 storage limit for students?,student,factual,agentic_rag,"Based on the strongest evidence, 15GB for Email box Size; 50GB for OneDrive [1]\n\nSources:\n[1] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)\n[2] Setup Outlook for college email (ITU_FAQ_048_student_email, current, effective 2026-02-01)\n[3] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What is the Office 365 storage limit for students?,student,factual,eagle,"Based on the strongest evidence, 15GB for Email box Size; 50GB for OneDrive [1]\n\nSources:\n[1] Storage Limit of Office365 Service of Student (ITU_FAQ_050_student_email, current, effective 2026-02-01)\n[2] Setup Outlook for college email (ITU_FAQ_048_student_email, current, effective 2026-02-01)\n[3] Is there any user guide about student email? (ITU_FAQ_045_student_email, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Where is the IT service counter?,student,factual,standard_rag,"Based on the strongest evidence, - South Tower, 2/F IT service counter

**Opening Hours:**
- **Mon–Fri:** 8:30 AM – 10:30 PM
- **Sat:** 8:30 AM – 6:30 PM
- **Sun:** 8:30 AM – 5:00 PM
- **Public Holidays:** Closed [1]\n\nSources:\n[1] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)\n[2] Cannot connect Wifi (ITU_FAQ_008_wi_fi_connection, current, effective 2026-02-01)\n[3] Unable to Wi-Fi Print (ITU_FAQ_029_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Where is the IT service counter?,student,factual,agentic_rag,"Based on the strongest evidence, - South Tower, 2/F IT service counter

**Opening Hours:**
- **Mon–Fri:** 8:30 AM – 10:30 PM
- **Sat:** 8:30 AM – 6:30 PM
- **Sun:** 8:30 AM – 5:00 PM
- **Public Holidays:** Closed [1]\n\nSources:\n[1] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)\n[2] Cannot connect Wifi (ITU_FAQ_008_wi_fi_connection, current, effective 2026-02-01)\n[3] Unable to Wi-Fi Print (ITU_FAQ_029_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Where is the IT service counter?,student,factual,eagle,"Based on the strongest evidence, - South Tower, 2/F IT service counter

**Opening Hours:**
- **Mon–Fri:** 8:30 AM – 10:30 PM
- **Sat:** 8:30 AM – 6:30 PM
- **Sun:** 8:30 AM – 5:00 PM
- **Public Holidays:** Closed [1]\n\nSources:\n[1] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)\n[2] Cannot connect Wifi (ITU_FAQ_008_wi_fi_connection, current, effective 2026-02-01)\n[3] Unable to Wi-Fi Print (ITU_FAQ_029_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What are the SCC opening hours?,student,factual,standard_rag,"Based on the strongest evidence, - Each express printing area (South Tower 1/F, North Tower 7/F, or South Tower 9/F has Printers and PCs with internet access (Time control software applied that logs off PC after 15 minutes, you are required to save your work within the time limit).
- Express Printing Area is available during campus opening hours. Students are advised to check the opening hours of different floors, especially on Sundays and Public holidays, as some floors are closed at that time. [1]\n\nSources:\n[1] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[2] SCC (Student Computer Centre) Location: (ITU_FAQ_053_scc_it_service_counters, current, effective 2026-02-01)\n[3] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What are the SCC opening hours?,student,factual,agentic_rag,"Based on the strongest evidence, - Each express printing area (South Tower 1/F, North Tower 7/F, or South Tower 9/F has Printers and PCs with internet access (Time control software applied that logs off PC after 15 minutes, you are required to save your work within the time limit).
- Express Printing Area is available during campus opening hours. Students are advised to check the opening hours of different floors, especially on Sundays and Public holidays, as some floors are closed at that time. [1]\n\nSources:\n[1] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[2] SCC (Student Computer Centre) Location: (ITU_FAQ_053_scc_it_service_counters, current, effective 2026-02-01)\n[3] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)",1,3,0,allow,0,0,0
What are the SCC opening hours?,student,factual,eagle,"Based on the strongest evidence, - Each express printing area (South Tower 1/F, North Tower 7/F, or South Tower 9/F has Printers and PCs with internet access (Time control software applied that logs off PC after 15 minutes, you are required to save your work within the time limit).
- Express Printing Area is available during campus opening hours. Students are advised to check the opening hours of different floors, especially on Sundays and Public holidays, as some floors are closed at that time. [1]\n\nSources:\n[1] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[2] SCC (Student Computer Centre) Location: (ITU_FAQ_053_scc_it_service_counters, current, effective 2026-02-01)\n[3] Where is the IT service counter? (ITU_FAQ_052_scc_it_service_counters, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I log in to PCs in SCC or express printing area?,student,factual,standard_rag,"Based on the strongest evidence, - Username is same as your student no.
- Password is your CPCE password
- no reservation is needed [1]\n\nSources:\n[1] How to log in PCs in express printing area and SCC? (ITU_FAQ_056_scc_it_service_counters, current, effective 2026-02-01)\n[2] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[3] Why is there no printer available in the computers I logged in (Express printing area or SCC)? (ITU_FAQ_022_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I log in to PCs in SCC or express printing area?,student,factual,agentic_rag,"Based on the strongest evidence, - Username is same as your student no.
- Password is your CPCE password
- no reservation is needed [1]\n\nSources:\n[1] How to log in PCs in express printing area and SCC? (ITU_FAQ_056_scc_it_service_counters, current, effective 2026-02-01)\n[2] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[3] Why is there no printer available in the computers I logged in (Express printing area or SCC)? (ITU_FAQ_022_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
How do I log in to PCs in SCC or express printing area?,student,factual,eagle,"Based on the strongest evidence, - Username is same as your student no.
- Password is your CPCE password
- no reservation is needed [1]\n\nSources:\n[1] How to log in PCs in express printing area and SCC? (ITU_FAQ_056_scc_it_service_counters, current, effective 2026-02-01)\n[2] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[3] Why is there no printer available in the computers I logged in (Express printing area or SCC)? (ITU_FAQ_022_printing_services, current, effective 2026-02-01)",1,3,0,allow,0,0,0
Where can I find computers when SCC is closed?,student,factual,standard_rag,"Based on the strongest evidence, - Each express printing area (South Tower 1/F, North Tower 7/F, or South Tower 9/F has Printers and PCs with internet access (Time control software applied that logs off PC after 15 minutes, you are required to save your work within the time limit).
- Express Printing Area is available during campus opening hours. Students are advised to check the opening hours of different floors, especially on Sundays and Public holidays, as some floors are closed at that time. [1]\n\nSources:\n[1] Where can I find computers when SCC is closed? (ITU_FAQ_055_scc_it_service_counters, current, effective 2026-02-01)\n[2] Why is there no printer available in the computers I logged in (Express printing area or SCC)? (ITU_FAQ_022_printing_services, current, effective 2026-02-01)\n[3] SCC (Student Computer Centre) Location: (ITU_FAQ_053_scc_it_service_counters, current, effective 2026-02-01)",1,3,0,allow,0,0,0
